0,2601,0,0,0,0,0,0,0,1,False
0,2602,-30,-50,2,7,0,0,0.7853981633974483,7,False
0,2603,-50,40,0,8,0,0,4.71238898038469,6,False
0,2604,50,75,-9,4,0,0,3.141592653589793,8,False
0.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
0.5,2602,-29.0,-46.5,nan,nan,nan,nan,0.7853981633974483,7,False
0.5,2603,-50.0,44.0,0.2359215512056689,7.028227896224268,0.4718431024113378,-1.9435442075514628,4.71238898038469,6,False
0.5,2604,45.5,77.0,-8.724509692061993,3.0386961509323793,0.5509806158760127,-1.9226076981352411,3.141592653589793,8,False
1.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
1.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
1.0,2603,-49.88203922439717,47.51411394811213,nan,nan,nan,nan,4.71238898038469,6,False
1.0,2604,41.13774515396901,78.51934807546618,nan,nan,nan,nan,3.141592653589793,8,False
1.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
1.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
1.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
1.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
2.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
2.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
2.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
2.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
2.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
2.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
2.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
2.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
3.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
3.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
3.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
3.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
3.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
3.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
3.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
3.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
4.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
4.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
4.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
4.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
4.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
4.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
4.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
4.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
5.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
5.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
5.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
5.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
5.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
5.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
5.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
5.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
6.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
6.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
6.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
6.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
6.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
6.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
6.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
6.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
7.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
7.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
7.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
7.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
7.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
7.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
7.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
7.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
8.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
8.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
8.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
8.0,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
8.5,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
8.5,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
8.5,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
8.5,2604,nan,nan,nan,nan,nan,nan,3.141592653589793,8,False
9.0,2601,0.0,0.0,0,0,0.0,0.0,0.0,1,False
9.0,2602,nan,nan,nan,nan,nan,nan,0.7853981633974483,7,False
9.0,2603,nan,nan,nan,nan,nan,nan,4.71238898038469,6,False
